date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2025-04-21,9.420000076293945,9.630000114440918,9.369999885559082,9.5,9.5,15906300,0.0,0.0
2025-04-22,9.600000381469727,9.760000228881836,9.600000381469727,9.6899995803833,9.6899995803833,18210500,0.0,0.0
2025-04-23,9.680000305175781,9.680000305175781,9.359999656677246,9.460000038146973,9.460000038146973,19475530,0.0,0.0
2025-04-24,9.470000267028809,9.529999732971191,9.40999984741211,9.449999809265137,9.449999809265137,9824941,0.0,0.0
2025-04-25,9.479999542236328,9.520000457763672,9.350000381469727,9.399999618530273,9.399999618530273,10354610,0.0,0.0
2025-04-28,9.390000343322754,9.449999809265137,9.130000114440918,9.300000190734863,9.300000190734863,11055680,0.0,0.0
2025-04-29,9.329999923706055,9.449999809265137,9.329999923706055,9.40999984741211,9.40999984741211,9473605,0.0,0.0
2025-04-30,9.430000305175781,9.449999809265137,9.279999732971191,9.300000190734863,9.300000190734863,12484440,0.0,0.0
2025-05-02,9.25,9.3100004196167,9.109999656677246,9.220000267028809,9.220000267028809,10967650,0.0,0.0
2025-05-05,9.300000190734863,9.390000343322754,9.199999809265137,9.359999656677246,9.359999656677246,8009116,0.0,0.0
2025-05-06,9.4399995803833,9.5600004196167,9.420000076293945,9.539999961853027,9.539999961853027,13114430,0.0,0.0
2025-05-07,9.5600004196167,9.630000114440918,9.449999809265137,9.510000228881836,9.510000228881836,11124210,0.0,0.0
2025-05-08,9.539999961853027,9.619999885559082,9.380000114440918,9.479999542236328,9.479999542236328,10797970,0.0,0.0
2025-05-09,9.479999542236328,9.539999961853027,9.350000381469727,9.470000267028809,9.470000267028809,8102362,0.0,0.0
2025-05-12,9.460000038146973,9.460000038146973,9.180000305175781,9.270000457763672,9.270000457763672,18388650,0.0,0.0
2025-05-13,9.319999694824219,9.34000015258789,9.1899995803833,9.279999732971191,9.279999732971191,8974759,0.0,0.0
2025-05-14,9.260000228881836,9.289999961853027,9.199999809265137,9.220000267028809,9.220000267028809,10375640,0.0,0.0
2025-05-15,9.210000038146973,9.210000038146973,8.979999542236328,9.079999923706055,9.079999923706055,17049750,0.0,0.0
2025-05-16,9.220000267028809,9.239999771118164,9.119999885559082,9.170000076293945,9.170000076293945,7773001,0.0,0.0
2025-05-19,9.170000076293945,9.289999961853027,9.119999885559082,9.210000038146973,9.210000038146973,10212290,0.0,0.0
2025-05-20,9.220000267028809,9.220000267028809,9.119999885559082,9.15999984741211,9.15999984741211,9260879,0.0,0.0
2025-05-21,9.260000228881836,9.34000015258789,9.199999809265137,9.319999694824219,9.319999694824219,9736187,0.0,0.0
2025-05-22,9.399999618530273,9.399999618530273,9.329999923706055,9.369999885559082,9.369999885559082,5271572,0.0,0.0
2025-05-23,9.369999885559082,9.460000038146973,9.329999923706055,9.359999656677246,9.359999656677246,6194832,0.0,0.0
2025-05-26,9.420000076293945,9.449999809265137,9.329999923706055,9.369999885559082,9.369999885559082,6945963,0.0,0.0
2025-05-27,9.380000114440918,9.4399995803833,9.329999923706055,9.34000015258789,9.34000015258789,5755125,0.0,0.0
2025-05-28,9.34000015258789,9.399999618530273,9.329999923706055,9.380000114440918,9.380000114440918,6003873,0.0,0.0
2025-05-29,9.350000381469727,9.359999656677246,9.0,9.289999961853027,9.289999961853027,6672383,0.0,0.0
2025-05-30,9.289999961853027,9.359999656677246,9.279999732971191,9.34000015258789,9.34000015258789,6181885,0.0,0.0
2025-06-02,10.5,10.5,9.319999694824219,9.449999809265137,9.449999809265137,10758100,0.0,0.0
2025-06-03,9.680000305175781,9.680000305175781,9.199999809265137,9.489999771118164,9.489999771118164,8370477,0.0,0.0
2025-06-04,9.720000267028809,9.720000267028809,9.210000038146973,9.539999961853027,9.539999961853027,9968345,0.0,0.0
2025-06-05,9.770000457763672,9.770000457763672,9.300000190734863,9.579999923706055,9.579999923706055,9325858,0.0,0.0
2025-06-06,9.8100004196167,9.8100004196167,9.34000015258789,9.539999961853027,9.539999961853027,10796540,0.0,0.0
2025-06-09,9.770000457763672,9.770000457763672,9.109999656677246,9.449999809265137,9.449999809265137,14279980,0.0,0.0
2025-06-10,9.229999542236328,9.619999885559082,9.229999542236328,9.460000038146973,9.460000038146973,10223820,0.0,0.0
2025-06-11,10.0,10.0,9.25,9.479999542236328,9.479999542236328,10263920,0.0,0.0
2025-06-12,9.710000038146973,9.710000038146973,9.239999771118164,9.529999732971191,9.529999732971191,9428511,0.0,0.0
2025-06-13,9.760000228881836,9.770000457763672,9.539999961853027,9.739999771118164,9.739999771118164,17843600,0.0,0.0
2025-06-16,9.979999542236328,10.399999618530273,9.739999771118164,9.75,9.75,31667430,0.0,0.0
2025-06-17,9.989999771118164,10.3100004196167,9.600000381469727,9.680000305175781,9.680000305175781,15377210,0.0,0.0
2025-06-18,9.869999885559082,9.869999885559082,9.470000267028809,9.720000267028809,9.720000267028809,13183470,0.0,0.0
2025-06-19,9.470000267028809,9.960000038146973,9.470000267028809,9.699999809265137,9.699999809265137,11639850,0.0,0.0
2025-06-20,9.9399995803833,9.9399995803833,9.449999809265137,9.65999984741211,9.65999984741211,9672474,0.0,0.0
2025-06-23,9.65999984741211,10.399999618530273,9.40999984741211,9.699999809265137,9.699999809265137,13290160,0.0,0.0
2025-06-24,9.9399995803833,9.9399995803833,9.470000267028809,9.510000228881836,9.510000228881836,18768670,0.0,0.0
2025-06-25,9.739999771118164,9.770000457763672,9.25,9.510000228881836,9.510000228881836,10117470,0.0,0.0
2025-06-26,9.739999771118164,10.449999809265137,9.449999809265137,9.520000457763672,9.520000457763672,8597166,0.0,0.0
2025-06-27,9.75,10.5,9.359999656677246,9.380000114440918,9.380000114440918,21467310,0.0,0.0
2025-06-30,10.300000190734863,10.300000190734863,9.140000343322754,9.390000343322754,9.390000343322754,12757420,0.0,0.0
2025-07-01,9.619999885559082,9.619999885559082,9.350000381469727,9.5,9.5,10390640,0.0,0.0
2025-07-02,9.260000228881836,9.729999542236328,9.260000228881836,9.520000457763672,9.520000457763672,7924173,0.0,0.0
2025-07-03,10.0,10.0,9.279999732971191,9.510000228881836,9.510000228881836,10830410,0.0,0.0
2025-07-04,9.600000381469727,9.600000381469727,9.350000381469727,9.5,9.5,9497877,0.0,0.0
2025-07-07,9.260000228881836,9.600000381469727,9.0,9.460000038146973,9.460000038146973,10048120,0.0,0.0
2025-07-08,9.569999694824219,9.569999694824219,9.239999771118164,9.489999771118164,9.489999771118164,7262983,0.0,0.0
2025-07-09,9.720000267028809,9.720000267028809,9.25,9.399999618530273,9.399999618530273,12528260,0.0,0.0
2025-07-10,9.630000114440918,9.630000114440918,9.350000381469727,9.479999542236328,9.479999542236328,6560479,0.0,0.0
2025-07-11,9.649999618530273,9.649999618530273,9.239999771118164,9.529999732971191,9.529999732971191,8041910,0.0,0.0
2025-07-14,9.649999618530273,9.729999542236328,9.289999961853027,9.609999656677246,9.609999656677246,11913150,0.0,0.0
2025-07-15,9.850000381469727,11.430000305175781,9.569999694824219,9.579999923706055,9.579999923706055,10009860,0.0,0.0
2025-07-16,9.8100004196167,9.8100004196167,9.34000015258789,9.550000190734863,9.550000190734863,9409414,0.0,0.0
2025-07-17,9.779999732971191,9.779999732971191,9.449999809265137,9.520000457763672,9.520000457763672,5693392,0.0,0.0
2025-07-18,9.75,9.75,9.369999885559082,9.59000015258789,9.59000015258789,8892749,0.0,0.0
2025-07-21,9.819999694824219,9.819999694824219,9.359999656677246,9.649999618530273,9.649999618530273,40950110,0.0,0.0
2025-07-22,9.890000343322754,9.890000343322754,9.479999542236328,9.710000038146973,9.710000038146973,11503750,0.0,0.0
2025-07-23,9.460000038146973,10.0,9.460000038146973,9.819999694824219,9.819999694824219,14658990,0.0,0.0
2025-07-24,10.0600004196167,10.0600004196167,9.65999984741211,9.670000076293945,9.670000076293945,14922480,0.0,0.0
2025-07-25,9.670000076293945,9.710000038146973,9.609999656677246,9.630000114440918,9.630000114440918,9459367,0.0,0.0
2025-07-28,9.380000114440918,9.779999732971191,9.380000114440918,9.619999885559082,9.619999885559082,9311793,0.0,0.0
2025-07-29,9.619999885559082,11.350000381469727,8.0,9.609999656677246,9.609999656677246,7812830,0.0,0.0
2025-07-30,9.869999885559082,9.949999809265137,9.550000190734863,9.6899995803833,9.6899995803833,12044730,0.0,0.0
2025-07-31,9.84000015258789,9.84000015258789,9.329999923706055,9.649999618530273,9.649999618530273,7329879,0.0,0.0
2025-08-01,9.829999923706055,9.829999923706055,9.34000015258789,9.600000381469727,9.600000381469727,8082378,0.0,0.0
2025-08-04,9.84000015258789,9.930000305175781,9.359999656677246,9.760000228881836,9.760000228881836,14456000,0.0,0.0
2025-08-05,10.0,10.0,9.600000381469727,9.8100004196167,9.8100004196167,13827600,0.0,0.0
2025-08-06,10.050000190734863,10.050000190734863,9.65999984741211,9.800000190734863,9.800000190734863,13782750,0.0,0.0
2025-08-07,10.039999961853027,10.039999961853027,9.550000190734863,9.850000381469727,9.850000381469727,12025770,0.0,0.0
2025-08-08,10.09000015258789,10.140000343322754,9.869999885559082,9.899999618530273,9.899999618530273,19290710,0.0,0.0
2025-08-11,10.140000343322754,10.180000305175781,9.649999618530273,9.770000457763672,9.770000457763672,14059910,0.0,0.0
2025-08-12,10.010000228881836,11.350000381469727,9.520000457763672,9.739999771118164,9.739999771118164,9436646,0.0,0.0
2025-08-13,9.979999542236328,9.979999542236328,9.699999809265137,9.770000457763672,9.770000457763672,12421720,0.0,0.0
2025-08-14,10.010000228881836,10.010000228881836,9.649999618530273,9.770000457763672,9.770000457763672,10458670,0.0,0.0
2025-08-18,9.770000457763672,9.819999694824219,9.65999984741211,9.739999771118164,9.739999771118164,12821730,0.0,0.0
2025-08-19,9.979999542236328,10.09000015258789,9.640000343322754,9.670000076293945,9.670000076293945,10011790,0.0,0.0
2025-08-20,9.670000076293945,10.0,9.5,9.640000343322754,9.640000343322754,37900810,0.0,0.0
2025-08-21,9.880000114440918,9.880000114440918,9.5,9.699999809265137,9.699999809265137,8306339,0.0,0.0
2025-08-22,9.9399995803833,10.100000381469727,9.449999809265137,9.699999809265137,9.699999809265137,7438569,0.0,0.0
2025-08-25,9.9399995803833,11.270000457763672,9.699999809265137,9.789999961853027,9.789999961853027,12017610,0.0,0.0
2025-08-26,9.789999961853027,10.029999732971191,9.699999809265137,9.84000015258789,9.84000015258789,10868970,0.0,0.0
2025-08-28,10.079999923706055,10.25,9.579999923706055,9.899999618530273,9.899999618530273,12046020,0.0,0.0
2025-08-29,9.899999618530273,11.199999809265137,9.899999618530273,10.0,10.0,14858830,0.0,0.0
2025-09-01,10.0,10.270000457763672,9.75,10.180000305175781,10.180000305175781,27325050,0.0,0.0
2025-09-02,10.430000305175781,10.5,10.149999618530273,10.180000305175781,10.180000305175781,23534620,0.0,0.0
2025-09-03,10.180000305175781,10.430000305175781,10.180000305175781,10.319999694824219,10.319999694824219,25808680,0.0,0.0
2025-09-04,10.569999694824219,11.880000114440918,10.289999961853027,10.350000381469727,10.350000381469727,26814140,0.0,0.0
2025-09-05,10.520000457763672,10.520000457763672,10.239999771118164,10.399999618530273,10.399999618530273,29510670,0.0,0.0
2025-09-08,10.550000190734863,10.670000076293945,10.399999618530273,10.5600004196167,10.5600004196167,42398470,0.0,0.0
2025-09-09,10.819999694824219,12.130000114440918,10.579999923706055,10.6899995803833,10.6899995803833,57889090,0.0,0.0
2025-09-10,10.949999809265137,10.960000038146973,10.600000381469727,10.680000305175781,10.680000305175781,33682440,0.0,0.0
2025-09-11,10.9399995803833,11.0,10.600000381469727,10.630000114440918,10.630000114440918,28782370,0.0,0.0
2025-09-12,10.630000114440918,10.869999885559082,10.359999656677246,10.710000038146973,10.710000038146973,29207990,0.0,0.0
2025-09-15,10.970000267028809,10.979999542236328,10.65999984741211,10.670000076293945,10.670000076293945,28740510,0.0,0.0
2025-09-16,10.670000076293945,10.970000267028809,10.670000076293945,10.829999923706055,10.829999923706055,28353020,0.0,0.0
2025-09-17,11.100000381469727,11.100000381469727,10.6899995803833,10.720000267028809,10.720000267028809,44351020,0.0,0.0
2025-09-18,10.5,10.880000114440918,10.5,10.75,10.75,26324910,0.0,0.0
2025-09-19,10.789999961853027,10.789999961853027,10.619999885559082,10.710000038146973,10.710000038146973,19345630,0.0,0.0
2025-09-22,10.720000267028809,11.079999923706055,10.720000267028809,10.90999984741211,10.90999984741211,31144280,0.0,0.0
2025-09-23,10.630000114440918,11.25,10.630000114440918,11.180000305175781,11.180000305175781,54082240,0.0,0.0
2025-09-24,10.899999618530273,11.550000190734863,10.899999618530273,11.109999656677246,11.109999656677246,56667400,0.0,0.0
2025-09-25,11.109999656677246,11.399999618530273,10.829999923706055,11.069999694824219,11.069999694824219,31688890,0.0,0.0
2025-09-26,11.09000015258789,11.119999885559082,10.890000343322754,11.079999923706055,11.079999923706055,32270340,0.0,0.0
2025-09-29,11.199999809265137,11.359999656677246,11.020000457763672,11.229999542236328,11.229999542236328,42740370,0.0,0.0
2025-09-30,11.510000228881836,11.510000228881836,11.229999542236328,11.300000190734863,11.300000190734863,64157560,0.0,0.0
2025-10-01,11.579999923706055,11.649999618530273,11.300000190734863,11.430000305175781,11.430000305175781,54595580,0.0,0.0
2025-10-03,11.430000305175781,11.529999732971191,11.229999542236328,11.390000343322754,11.390000343322754,48770440,0.0,0.0
2025-10-06,11.390000343322754,11.699999809265137,11.100000381469727,11.640000343322754,11.640000343322754,73589000,0.0,0.0
2025-10-07,11.850000381469727,11.979999542236328,11.640000343322754,11.670000076293945,11.670000076293945,79594520,0.0,0.0
2025-10-08,11.739999771118164,11.989999771118164,11.739999771118164,11.930000305175781,11.930000305175781,69403570,0.0,0.0
2025-10-09,11.930000305175781,11.979999542236328,11.899999618530273,11.9399995803833,11.9399995803833,96317040,0.0,0.0
2025-10-10,11.970000267028809,11.979999542236328,11.569999694824219,11.8100004196167,11.8100004196167,86098070,0.0,0.0
2025-10-13,12.09000015258789,12.180000305175781,11.930000305175781,12.029999732971191,12.029999732971191,85173630,0.0,0.0
2025-10-14,12.329999923706055,12.380000114440918,12.100000381469727,12.270000457763672,12.270000457763672,113767600,0.0,0.0
2025-10-15,12.300000190734863,13.479999542236328,12.270000457763672,12.34000015258789,12.34000015258789,103382600,0.0,0.0
2025-10-16,12.550000190734863,12.550000190734863,12.210000038146973,12.329999923706055,12.329999923706055,83006180,0.0,0.0
2025-10-17,12.479999542236328,12.75,12.470000267028809,12.670000076293945,12.670000076293945,113676500,0.0,0.0
2025-10-20,12.670000076293945,12.829999923706055,11.680000305175781,12.369999885559082,12.369999885559082,104140700,0.0,0.0
2025-10-21,12.9399995803833,12.9399995803833,12.399999618530273,12.569999694824219,12.569999694824219,40394206,0.0,0.0
